Detection_date,Detection_time,Tag_ID,Signal_strength,Connection,Session_date,Session_time2015-09-06T10:18:39.958,E392 615E, A,E1,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-06T10:18:45.581,00BA 24FF, 4,CD,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:41:13.666,5566 4B2A, C,E9,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:41:14.411,5567 FFFF, F,2A,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:41:15.364,5566 4B2A, C,B8,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:41:16.352,5566 4B2A, C,CA,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:41:17.338,5566 4B2A, C,CA,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:41:24.572,5567 FFFE, C,EA,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:41:25.562,5566 4B2A, C,C9,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:41:26.550,5566 4B2A, C,E9,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:41:27.537,5566 4B2A, C,E9,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:41:28.523,5566 4B2A, D,09,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:41:36.066,557F FFC0, C,DB,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:41:37.056,5566 4B2A, C,B9,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:41:38.044,5566 4B2A, C,E9,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:41:39.031,5566 4B2A, C,CA,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:41:47.510,5566 4B3F, C,CC,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:41:53.879,5566 4B2A, C,F9,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:41:54.882,5566 4B4B, E,CA,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:41:57.905,7FFF 0000, E,FA,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:41:58.893,5566 4B2A, C,E9,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:42:06.762,5566 4B2A, C,F9,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:42:07.751,5566 4B2A, C,AA,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:42:08.740,5566 4B2A, C,DA,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:42:09.727,5566 4B2A, C,DA,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:42:17.221,5566 4B2B, C,F9,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:42:19.198,5566 4B2A, C,BA,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:42:20.185,5566 4B2A, C,BA,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:42:27.496,5566 4B3F, C,CB,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:42:28.486,5566 4B2A, C,AA,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:42:29.474,5566 4B2A, C,9A,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:42:30.460,5566 4B2A, C,D9,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:42:37.834,5566 4FFF, C,E9,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:42:38.824,5566 4B2A, C,BA,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:42:39.812,5566 4B2A, C,A9,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:42:40.799,5566 4B2A, C,BB,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:42:41.784,5566 4B00, C,BA,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:42:49.399,57FF FC00, C,DB,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:42:50.388,5566 4B2A, C,9A,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:42:59.618,5566 4B2A, C,6B,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:43:00.608,5566 4B2A, C,8A,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:43:01.596,5566 4B2A, C,9B,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:43:02.583,5566 4B2A, C,9A,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:43:03.569,5566 4B2A, C,AB,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:43:12.856,5567 FFFC, C,CB,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:43:14.829,5566 4B2A, C,9B,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:43:22.384,5FFF F000, C,9C,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:43:23.374,5566 4B2A, C,BA,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:43:32.912,5566 4B2A, C,AA,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:43:42.953,5566 4B2A, C,9C,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:43:45.918,5566 4B2A, C,AA,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:43:53.423,5566 4B2F, C,AC,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:43:55.401,5566 4B2A, C,9A,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:44:03.832,5566 4B2A, C,7B,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:44:04.818,5566 4B2A, C,6C,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:44:05.810,5566 4B52, D,39,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:44:07.782,5566 4B2A, C,CA,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:44:15.158,57FF FC00, C,CA,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:44:16.148,5566 4B2A, C,9B,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:44:18.122,5566 4B2A, C,AA,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:44:25.810,5566 4BFF, C,CA,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:44:36.461,5566 4B2A, C,7C,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:44:37.451,5566 4B2A, C,7B,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:44:38.390,5566 4B2A, C,AA,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:44:39.400,5566 552D, E,38,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:44:47.786,5566 57FF, E,29,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:44:49.763,5566 4B2A, C,D9,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:44:50.750,5566 4B2A, C,E9,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:44:59.181,5567 FFFF, D,09,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:45:01.156,5566 4B2A, C,AA,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:45:09.210,5566 4B00, C,9C,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:45:10.201,5566 4B2A, C,6D,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:45:11.190,5566 4B2A, C,6C,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:45:12.178,5566 4B2A, C,9C,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:45:13.165,5566 4B2A, C,BA,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:45:21.023,5566 4B3F, D,09,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:45:22.012,5566 4B2A, C,FA,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:45:23.000,5566 4B2A, C,E9,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:45:31.428,5566 4B2A, C,EA,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:45:32.418,5566 4B2A, C,C9,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:45:33.406,5566 4B2A, C,E9,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:45:34.392,5566 4B2A, C,E9,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:45:35.378,5566 4B00, C,CA,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:45:42.936,57FF FC00, C,E9,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:45:43.926,5566 4B2A, C,D9,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:45:44.914,5566 4B2A, C,E8,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:45:45.901,5566 4B2A, C,F9,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:45:53.282,5566 4B3F, C,F9,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:45:56.246,5566 4B2A, C,E9,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:46:03.692,5566 7FFF, C,AC,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:46:06.656,5566 4B2A, C,7B,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:46:07.642,5566 4B00, C,F9,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:46:15.264,5FFF F800, C,BC,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:46:16.254,5566 4B2A, C,E9,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:46:17.242,5566 4B2A, C,E8,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:46:19.215,5566 4B2A, C,E9,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:46:26.593,57FF FE00, C,EA,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:46:28.606,5566 4B2A, C,B9,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:46:29.557,5566 4B2A, C,C9,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:46:37.992,5566 4BFF, C,BA,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:46:38.980,5566 4B2A, C,6C,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:46:39.967,5566 4B2A, C,9C,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:46:40.953,5566 4B00, C,AB,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:46:48.452,57FF FC00, C,BB,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:46:49.442,5566 4B2A, C,AC,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:46:50.430,5566 4B2A, C,CA,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:46:51.417,5566 4B2A, C,DA,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:46:52.402,5566 4B00, C,EA,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:47:00.024,57FF FE00, C,DB,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:47:02.002,5566 432A, C,6D,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:47:02.989,5566 4B2A, C,8C,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:47:10.249,5566 4B2F, C,AC,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:47:11.239,5566 4B2A, C,7B,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:47:12.227,5566 4B2A, C,8B,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:47:13.214,5566 4B2A, C,9B,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:47:14.200,5566 4B2A, C,9A,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:47:21.220,5FFF F800, C,6E,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:47:22.210,5566 4B2A, C,BA,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:47:23.200,5566 4B2A, C,6C,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:47:24.190,5566 4B2A, C,F9,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:47:25.180,5566 4B2A, C,F9,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:47:26.170,5566 4B2A, C,E9,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:47:27.161,5566 4B2A, C,F9,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:47:29.140,5566 4B2A, C,E8,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:47:30.128,5566 4B2A, C,EA,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:47:32.101,5566 4B2A, C,AB,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:47:38.108,5567 FFFE, C,CC,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:47:39.098,5566 4B2A, C,D9,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:47:48.762,5566 4B2A, C,AA,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:47:49.752,5566 4B2A, C,7C,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:47:50.741,5566 4B2A, C,6A,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:47:51.730,5566 4B0A, C,8C,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:47:52.718,5566 4B2A, C,5C,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:47:53.705,5566 4B2A, C,8C,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:47:58.131,5566 4B2A, C,8C,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:48:00.118,5566 4B2A, C,9B,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:48:01.111,5566 4B2A, C,CB,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:48:02.105,5566 4B2A, C,DA,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:48:03.099,5566 4B2A, C,9C,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:48:05.086,5566 4B2A, C,AC,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:48:06.079,5566 4B2A, C,B9,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:48:07.072,5566 4B2A, C,8B,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:48:08.065,5566 4B2A, C,AA,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:48:09.058,5566 4B2A, C,EA,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:48:10.051,5566 4B2A, C,DA,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:48:11.044,5566 4B2A, C,F9,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:48:12.036,5566 4B2A, D,0A,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:48:13.029,5566 4B2A, C,C9,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:48:14.022,5566 4B2A, C,DA,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:48:15.013,5566 4B2A, C,AC,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:48:16.995,5566 4B2A, C,BB,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:48:17.985,5566 4B2A, C,AA,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:48:18.973,5566 4B2A, C,E9,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:48:20.949,5566 4B2A, C,CA,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:48:21.936,5566 4B2A, D,09,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:48:22.923,5566 4B2A, D,38,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:48:23.909,5566 4B2A, C,FA,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:48:24.896,5566 4B00, D,19,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:48:30.001,5566 4B2B, D,19,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:48:33.921,5566 4B2A, C,A9,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:48:40.313,5566 4B2A, C,CB,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:48:41.303,5566 4B2A, C,AA,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:48:46.251,5566 4B2A, C,E9,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:48:48.229,5566 4B2A, C,4C,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:48:50.205,5566 4B2A, C,BB,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:48:51.194,5566 4B2A, C,6B,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:48:52.183,5566 4B2A, C,7A,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:48:53.172,5566 4B2A, C,CB,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:48:54.162,5566 4B2A, C,AA,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:48:55.153,5566 4B2A, C,9B,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:48:56.144,5566 4B2A, C,7C,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:48:58.126,5566 4B2A, C,6C,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:48:59.116,5566 4B2A, C,4D,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:49:03.071,5566 4B2A, C,5D,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:49:04.059,5566 4B2A, C,8C,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:49:05.050,5566 4B2A, C,8B,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:49:06.041,5566 4B2A, C,7C,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:49:07.033,5566 4B2A, C,6D,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:49:11.992,5566 4B2A, C,BA,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:49:13.973,5566 4B2A, C,3E,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:49:14.963,5566 4B2A, C,9C,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:49:17.928,5566 4B2A, C,6B,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:49:20.890,5566 4B2A, C,8C,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:49:25.826,5566 4B2A, C,5C,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:49:26.814,5546 4B2A, C,7D,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:49:27.805,5566 4B2A, C,DA,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:49:29.791,5566 4B2A, C,AA,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:49:31.777,5566 4B2A, C,BA,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:49:33.763,5566 4B2A, C,CB,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:49:34.755,5566 4B2A, C,8B,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:49:35.747,5566 4B2A, C,9B,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:49:36.738,5566 4B2A, C,9B,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:49:37.730,5566 4B2A, C,AB,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:49:38.722,5566 4B2A, C,9D,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:49:39.714,5566 4B2A, C,AB,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:49:40.706,5566 4B2A, C,9A,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:49:42.689,5566 4B2A, C,6C,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:49:43.681,5566 4B2A, C,CB,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:49:46.660,0566 4B2A, C,3E,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:49:47.651,5566 432A, C,6D,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:49:49.636,5566 432A, C,3D,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:49:52.615,5566 4B2A, C,8C,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:49:53.608,5566 4B2A, C,DA,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:49:54.600,5564 4B2A, C,4D,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:49:57.580,5566 4B2A, C,9D,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:49:59.567,5566 4B2A, C,9D,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:50:00.560,5566 4B2A, C,9B,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:50:02.546,5566 4B2A, C,CB,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:50:03.539,5566 4B2A, C,CA,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:50:04.533,5566 4B2A, C,D9,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:50:05.526,5566 4B2A, D,09,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:50:06.520,5566 4B2A, D,18,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:50:07.513,5566 4B2A, C,E9,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:50:08.506,5566 4B2A, C,E9,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:50:09.499,5566 4B2A, C,E9,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:50:10.491,5566 4B2A, C,BA,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:50:11.484,5576 4B2A, C,AC,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:50:13.468,5566 4B2A, C,BB,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:50:14.459,5566 4B2A, C,AA,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:50:15.452,5566 4B2A, C,AB,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:50:16.445,5566 4B2A, C,DA,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:50:17.438,5466 4B2A, C,8D,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:50:18.431,5566 4B2A, C,8B,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:50:19.425,5566 4B2A, C,9C,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:50:20.419,5566 4B2A, C,8C,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:50:21.412,5566 4B2A, C,6D,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:50:22.407,5566 4B2A, C,9C,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:50:23.399,5566 4B2A, C,DA,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:50:24.392,5566 4B2A, C,DB,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:50:25.385,5566 4B2A, C,E9,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:50:27.372,5566 4B2A, C,E9,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:50:28.365,5566 4B2A, C,DA,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:50:29.358,5566 4B2A, C,DA,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:50:30.351,5566 4B2A, D,09,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:50:31.344,5566 4B2A, C,E9,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:50:32.336,5566 4B2A, C,DA,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:50:33.328,5566 4B2A, D,09,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:50:34.320,5566 4B2A, C,EA,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:50:35.313,5566 4B2A, D,09,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:50:36.306,5566 4B2A, C,FA,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:50:37.299,5566 4B2A, C,EA,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:50:38.291,5566 4B2A, C,E9,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:50:39.282,5566 4B2A, D,09,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:50:40.272,5566 4B2A, C,EA,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:50:43.238,5566 4B2A, C,8A,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:50:44.226,5566 4B2A, C,D9,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:50:45.214,5566 4B2A, D,09,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:50:46.204,5566 4B2A, D,08,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:50:47.194,5566 4B2A, D,38,2015-09-06T10:18:39.514,ASL/16/3937*2F

2015-09-07T12:50:48.184,5566 4B2A, D,09,2015-09-06T10:18:39.514,ASL/16/3937*2F

