Detection_date,Detection_time,Tag_ID,Signal_strength,Connection,Session_date,Session_time
2015-08-21T10:13:10.075,E3B2 6BDE,AE,1B,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T11:43:04.361,57FF FE00,D6,AA,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T11:43:08.331,44C8 AAA2,C2,F6,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T11:43:19.990,66CC AAAA,D0,A2,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T11:43:20.997,5566 4B4B,C7,E3,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T11:49:24.214,5566 4B4B,D3,93,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T11:49:55.580,66CC AA80,C8,CA,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T11:49:56.586,5566 4B4B,D1,A9,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T11:49:57.589,5566 4B4B,D4,9C,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T11:50:42.367,557F FFF0,D3,98,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T11:50:45.342,5122 492A,C6,EB,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T11:50:47.324,5126 4B02,C5,F1,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T11:51:00.381,4564 4B2A,C5,EC,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T11:51:24.643,66CC AAAA,D0,9C,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T11:51:46.302,334B 4B52,C7,E0,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T11:51:55.238,3142 0934,C3,FF,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T11:51:57.198,5566 4B4B,DB,8B,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T11:52:44.616,334B 4B34,C5,DB,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T11:52:45.122,66CC AA00,CE,A4,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T11:53:45.848,66CF FFFE,CB,BF,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T11:58:44.780,3FFE 0000,D2,9F,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:00:18.522,4B52 4B2D,CD,AE,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:00:19.525,5566 4B4B,DE,8B,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:01:43.476,557F FFF0,DC,AB,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:02:41.885,334B 4B34,C8,C7,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:02:42.887,334B 2A55,C7,CA,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:02:43.888,334B 2A55,DC,9C,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:02:44.885,334B 2A55,E1,9A,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:03:23.376,337F FFF0,D3,93,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:03:24.379,5566 4B4B,DC,96,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:03:39.700,557F FFF0,DA,9C,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:03:42.729,5566 4B4B,C8,BB,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:03:43.737,5566 4B4B,CF,93,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:03:44.742,5566 4B4B,D3,8C,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:04:37.508,5566 4B4B,D2,8B,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:05:56.585,334B 4B24,C6,D5,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:05:57.590,5566 4B4B,CD,9C,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:06:13.952,5566 4B4B,CF,B2,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:06:42.788,66CC AAAA,CF,9C,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:06:43.796,5566 4B4B,CF,95,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:06:44.803,5566 4B4B,D0,98,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:06:45.810,5566 4B4B,D0,99,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:06:46.817,5566 4B4B,D0,93,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:06:47.823,5566 4B4B,D0,8A,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:06:48.829,5566 4B4B,CF,98,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:06:49.836,5566 4B4B,D1,99,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:06:50.878,5566 4B4B,CE,93,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:06:51.849,5566 4B4B,CF,91,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:06:52.856,5566 4B4B,D0,94,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:06:53.863,5566 4B4B,D0,97,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:06:54.870,5566 4B4B,CF,9E,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:06:55.878,5566 4B4B,CF,9E,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:07:04.153,5566 4B4B,D0,9D,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:07:10.730,0166 434B,C5,F0,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:07:12.740,5566 4B4B,C7,E2,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:08:42.630,5566 4B4B,CF,A7,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:08:43.620,4B52 4B2D,DF,8F,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:08:44.607,4B52 4B2D,E1,8C,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:08:45.593,4B52 4B2D,E2,A6,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:08:46.578,4B52 4BC0,DF,94,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:08:52.706,4B7F FFFC,DC,8C,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:08:53.698,4B52 4B2D,DC,8E,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:08:54.689,4B52 4B2D,DE,8E,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:08:55.680,4B52 4B2D,DD,8F,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:08:56.671,4B52 4B2D,DD,8A,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:08:57.660,4B52 4B2D,E0,94,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:08:58.648,4B52 4B2D,DE,8E,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:08:59.635,4B52 4B2D,DF,91,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:09:00.621,4B52 4B2D,E0,A0,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:09:09.406,4B52 4BFF,DE,8A,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:09:10.395,4B52 4B2D,E1,95,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:09:11.382,4B52 4B2D,E0,8F,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:10:48.285,4B52 4BFF,E2,8C,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:11:48.561,4B50 4B2D,C8,D6,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:15:42.794,334B 2A55,CC,C8,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:15:44.806,5566 4B4B,DC,8B,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:15:57.162,5566 4B4B,CF,9D,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:15:58.170,5566 0B4B,C8,DB,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:17:19.620,5566 4B4B,C9,CF,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:18:05.483,5444 492A,C4,EF,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:18:06.486,334B 2D34,CD,AE,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:18:07.485,334B 2D34,CE,AF,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:18:13.326,334B 2FFF,CE,B9,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:19:02.480,334B 2D34,CE,B1,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:19:13.139,557F FFE0,DD,A1,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:19:21.263,334B 4B34,CB,B1,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:19:21.567,66CC AAAA,CA,BD,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:19:22.569,334B 2D34,E3,98,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:19:23.245,334B 2D34,E5,A2,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:19:23.564,4000 0000,CA,A3,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:20:24.616,E800 0000,E5,9B,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:20:25.626,5566 4B4B,DD,8A,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:20:26.636,5566 4B4B,D1,8B,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:20:28.657,5566 4B0B,CE,A9,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:20:29.667,5566 4B4B,D3,96,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:20:30.677,5566 4B4B,D3,92,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:20:32.698,5566 434B,CF,BE,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:20:35.730,5566 4B4B,CD,BA,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:20:42.805,5566 4B4B,C5,D9,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:20:43.816,5566 4B4B,C5,E2,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:20:45.837,5564 434A,C7,E8,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:21:39.870,5566 4B4B,CF,9C,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:21:49.974,5566 4B0B,D8,99,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:22:05.172,5566 4B4B,CE,A5,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:22:08.186,5566 434B,C7,DF,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:22:15.838,5066 0142,C5,F5,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:23:12.894,5566 4B4B,C4,F8,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:24:14.732,337F FC00,D0,B1,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:24:24.767,030B 2D30,CD,C2,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:24:29.784,3343 2D30,E4,B8,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:24:37.808,334B 2D34,DE,A8,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:24:38.813,334B 2D24,E4,97,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:24:44.816,334B 2D30,D7,A2,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:27:51.797,334B 3FFF,CD,93,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:29:50.583,1424 422A,C5,F4,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:29:51.564,334B 4B34,D1,99,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:30:03.407,334B 4B34,CC,A3,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:32:22.421,5566 4B4B,C5,D7,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:37:04.907,5566 4B4A,C9,E1,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:37:05.914,5566 4B4B,D0,91,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:37:10.747,5566 4B4B,C9,CA,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:37:20.681,5566 4B4B,C4,F0,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:37:33.819,5066 4A03,C6,FB,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:37:39.875,5566 4B4B,C5,E6,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:37:41.890,5566 4B4A,C7,ED,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:37:42.895,5566 4B4B,C5,DE,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:37:59.120,5566 4B4B,C7,D8,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:38:10.364,5566 4BFF,C5,F3,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:38:13.561,5566 0B0B,C7,F4,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:38:15.560,334B 2A55,C8,D1,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:38:18.977,334B 2FFF,D8,91,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:38:29.232,5566 4A43,C4,ED,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:38:30.237,5166 4B4B,C6,D7,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:38:39.959,5462 4B4B,C8,EF,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:38:40.965,5466 4B4B,C6,EF,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:38:52.962,5566 4B4B,C7,E2,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:39:03.651,5566 4B4B,C9,D9,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:39:05.661,1566 0B4B,C6,F7,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:39:16.599,5566 4B4B,C7,E2,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:39:18.616,5566 4B43,C9,D4,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:39:20.627,5566 4B4B,C8,DF,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:39:27.989,5566 4EFF,C6,FF,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:39:28.996,5566 4B4B,C9,DA,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:40:09.821,5566 4B4B,C9,D4,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:40:11.840,5522 014B,CF,C1,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:40:12.845,5566 4B4B,D1,93,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:40:20.030,5566 4B4B,D2,93,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:40:29.122,5566 4B4B,CE,AD,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:40:51.127,5526 4B4A,C5,E2,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:40:52.131,5566 4B4B,C7,DC,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:41:14.860,5566 4B4B,C6,E2,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:41:15.870,5566 4B4B,C7,E2,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:41:17.892,5462 4B41,C2,F6,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:41:18.901,5566 4B4B,CE,9B,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:41:19.910,5566 4B4B,D5,8D,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:41:24.962,5566 4B4B,D2,9D,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:41:25.970,5566 0B43,E7,C1,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:41:26.973,5566 4B4B,E5,96,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:41:53.398,5566 4B7F,E2,8E,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:41:54.401,5566 4B4B,DC,89,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:42:31.011,5567 FFFE,DC,A7,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:42:32.014,5566 4B4B,E3,8F,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:42:56.056,5566 7FFF,E3,A4,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:42:57.062,5566 4B4B,C9,C1,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:42:59.070,5566 4B4B,C7,D7,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:44:40.563,53FF FF00,C7,FB,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:44:41.567,5566 4B4B,E3,98,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:44:42.571,5566 4B4B,E5,9D,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:44:43.573,5566 4B4B,E4,A5,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:44:50.660,59FF FFC0,E4,9A,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:44:51.671,5566 4B4B,DB,8A,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:44:52.679,5566 4B4B,E7,91,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:44:53.683,5566 4B4B,E5,8F,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:45:17.456,5566 4B4B,E7,91,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:46:45.730,5566 4B4B,D7,99,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:46:50.155,334B 4B52,CC,C0,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:46:51.160,5566 4B4B,E1,90,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:46:52.164,5566 4B4B,E1,8F,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:46:53.166,5566 4B4B,E3,94,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:46:54.203,5566 4BC0,E4,9A,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:47:00.540,557F FFF0,E3,8A,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:47:01.548,5566 4B4B,E3,96,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:47:02.553,5566 4B4B,DD,8F,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:47:03.556,5566 4B4B,DD,89,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:47:09.388,5566 4B4F,E5,9B,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:47:10.394,5566 4B4B,E9,A2,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:47:13.021,5566 4B4B,EC,8D,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:47:15.425,4566 4A28,C4,F0,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:47:16.432,5566 4B4B,E7,93,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:47:17.439,5566 4B4B,E7,9A,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:47:18.444,5566 4B4B,E8,97,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:47:19.450,5566 4B4B,E7,9D,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:47:20.454,5566 4B4B,E7,8A,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:47:21.458,5566 4B4B,E9,9A,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:47:22.462,5566 4B4B,E9,88,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:47:23.464,5566 4B4B,E8,8D,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:47:36.114,5566 4B5F,E9,98,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:47:38.081,334B 4B52,CB,AB,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:47:39.089,5566 4B4B,E2,9A,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:47:40.096,5566 4B4B,E4,8E,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:47:41.103,5566 4B4B,E4,97,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:47:42.110,5566 4B4B,E4,A3,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:47:43.115,5566 4B4B,DD,8B,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:47:49.035,5566 4B4B,E4,93,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:47:50.042,5566 4B4B,E5,88,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:47:51.046,5566 4B4B,E7,92,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:47:51.856,5566 4B4B,E6,8B,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:47:52.049,334B 4B52,CA,C0,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:47:53.828,5566 4B4B,E7,95,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:48:11.189,334B 4B5F,CC,B7,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:48:12.194,5566 4B4B,D2,87,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:48:13.195,5566 4B4B,D1,91,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:48:28.278,9FFF E000,CF,9E,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:48:44.815,334B 4B52,C9,C1,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:48:45.818,5566 4B4B,DB,91,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:49:41.293,5566 4FFF,DB,99,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:50:44.648,334B 4B52,CD,9A,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:50:45.651,5566 4B4B,D0,97,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:52:19.619,553F FFF0,D0,9A,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:52:20.605,334B 4B52,C8,D8,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:54:18.911,334B 4B52,C9,C7,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:54:19.914,5566 4B4B,D3,92,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T12:57:42.361,557F FFF8,D2,A0,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:02:18.121,334B 4B43,C5,E8,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:03:04.573,334B 4B52,CA,C0,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:03:05.524,334B 4B52,C8,D3,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:03:20.186,3342 4B52,C7,D6,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:03:28.216,0564 4B02,C3,F2,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:03:29.217,334B 2A55,D9,91,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:03:30.215,334B 2A55,D0,B0,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:04:13.767,334F FFFF,CD,A0,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:04:38.033,4466 432A,C5,EF,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:05:13.563,334B 2A51,C7,C5,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:05:15.532,324B 4320,C4,E1,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:05:17.501,334B 4B34,CD,BF,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:06:53.234,334B 4B34,CE,AB,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:06:54.240,5566 4B4B,D2,9B,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:06:55.245,5566 4B4B,D2,97,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:06:56.247,5566 4B4B,D4,97,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:07:07.790,557F FFF0,D4,93,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:07:08.800,5566 4B4B,D7,8D,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:07:09.810,5566 4B4B,D5,8A,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:07:10.820,5566 4B4B,D6,8D,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:07:11.829,5566 4B4B,D6,8A,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:07:12.836,5566 4B4B,D6,8D,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:07:13.842,5566 4B4B,DA,8C,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:09:30.662,5566 4B4B,D5,92,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:09:31.670,5566 4B0B,D9,AA,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:09:32.674,5566 4B4B,D1,90,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:10:10.369,5566 4B4B,D3,95,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:10:52.748,06CC D0AC,D0,A0,2015-08-21T10:13:09.516,ASL/16/3937*21

