Detection_date,Detection_time,Tag_ID,Signal_strength,Connection,Session_date,Session_time2015-11-17T12:36:59.233,E3B2 7BFF, E,E1,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-17T12:37:02.701,30FA 24FF, 4,CD,2015-11-17T12:36:58.551,ASL/16/3937*2E

2015-11-25T07:36:18.729,2A52 4B66, 0,E8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:36:18.788,2DB4 AAB3, F,F9,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:36:20.821,2A52 4B67, 0,99,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:36:22.914,2DB4 AAB3, F,E8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:36:25.006,2DB4 AAB3, 0,18,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:36:27.098,2DB4 AAB3, F,78,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:36:29.189,2DB4 AAB3, F,48,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:36:31.279,2DB4 AAB3, F,49,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:36:33.371,2DB4 AAB3, 0,19,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:36:35.463,2DB4 AAB3, 0,18,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:36:37.555,2DB4 AAB3, 0,28,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:36:39.646,2DB4 AAB3, 0,18,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:36:41.736,2DB4 AAB3, 0,18,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:36:43.824,2DB4 AAB3, 0,28,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:36:45.909,2DB4 AAB3, 0,38,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:36:48.029,2DB4 AAB3, 0,19,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:36:50.078,2DB4 AAB3, F,F8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:36:52.162,2DB4 AAB3, 0,28,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:36:54.246,2DB4 AAB3, 0,08,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:36:56.330,2DB4 AAB3, 0,18,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:36:58.413,2DB4 AAB3, 0,38,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:37:00.497,2DB4 AAB3, 0,09,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:37:02.580,2DB4 AAB3, 0,19,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:37:04.664,2DB4 AAB3, F,F8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:37:06.748,2DB4 AAB3, F,E8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:37:08.831,2DB4 AAB3, 0,28,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:37:10.912,2DB4 AAB3, F,D9,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:37:12.990,2DB4 AAB3, F,E8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:37:15.066,2DB4 AAB3, F,D9,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:37:19.583,2DBF FFF0, F,D9,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:37:21.673,2DB4 AAB3, 0,68,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:37:23.763,2DB4 AAB3, 0,08,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:37:25.855,2DB4 AAB3, 0,48,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:37:27.947,2DB4 AAB3, 0,48,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:37:30.039,2DB4 AAB3, 0,28,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:37:32.132,2DB4 AAB3, 0,38,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:37:34.224,2DB4 AAB3, 0,59,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:37:36.317,2DB4 AAB3, 0,28,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:37:38.409,2DB4 AAB3, 0,68,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:37:40.501,2DB4 AAB3, 0,58,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:37:42.593,2DB4 AAB3, 0,58,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:37:44.684,2DB4 AAB3, 0,59,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:37:45.014,2DB4 AAB3, 0,39,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:37:46.776,3FFF 8000, 2,48,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:37:48.868,2DB4 AAB3, 0,58,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:37:50.960,2DB4 AAB3, 0,48,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:37:52.993,2DB4 AAB3, 0,68,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:37:53.052,2A7F FFF8, 0,19,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:37:55.144,2DB4 AAB3, 0,48,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:37:55.601,2DB4 AAB3, 0,58,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:37:57.236,5266 524B, 2,38,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:37:59.325,2DB4 AAB3, 0,58,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:38:01.409,2DB4 AAB3, 0,68,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:38:03.498,2DB4 AAB3, 0,48,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:38:04.002,2DB4 AAB3, F,4A,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:38:05.591,2A52 4B66, 0,58,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:38:06.021,2DB4 AAB3, F,E9,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:38:07.684,3FFF F000, 0,78,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:38:09.774,2DB4 AAB3, 0,28,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:38:11.865,2DB4 AAB3, F,98,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:38:13.956,2DB4 AAB3, 0,09,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:38:16.045,2DB4 AAB3, 0,39,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:38:18.134,2DB4 AAB3, 0,38,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:38:20.222,2DB4 AAB3, 0,49,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:38:22.309,2DB4 AAB3, 0,48,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:38:24.397,2DB4 AAB3, F,D8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:38:26.489,2DB4 AAB3, 0,38,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:38:27.145,2DB4 AAB3, 0,28,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:38:28.581,5266 524B, 1,A8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:38:29.195,2DB4 AAB3, 0,39,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:38:30.672,5266 524B, 0,B8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:38:31.240,2DB4 AAB3, 0,29,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:38:32.763,5266 524B, 0,D8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:38:33.283,2DB4 AAB3, 0,38,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:38:34.855,5266 524B, 0,D8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:38:35.319,2DB4 AAB3, 0,28,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:38:36.948,3FFF F000, 0,B8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:38:39.040,2DB4 AAB3, 0,28,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:38:41.133,2DB4 AAB3, 0,28,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:38:43.225,2DB4 AAB3, 0,38,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:38:45.317,2DB4 AAB3, 0,39,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:38:47.410,2DB4 AAB3, 0,49,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:38:49.502,2DB4 AAB3, 0,39,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:38:51.594,2DB4 AAB3, 0,38,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:38:53.687,2DB4 AAB3, 0,38,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:38:55.780,2DB4 AAB3, 0,38,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:38:57.872,2DB4 AAB3, 0,38,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:38:59.964,2DB4 AAB3, 0,38,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:39:02.056,2DB4 AAB3, 0,39,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:39:04.149,2DB4 AAB3, 0,59,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:39:06.241,2DB4 AAB3, 0,38,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:39:08.333,2DB4 AAB3, 0,48,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:39:10.426,2DB4 AAB3, 0,38,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:39:12.518,2DB4 AAB3, 0,38,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:39:14.610,2DB4 AAB3, 0,38,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:39:16.703,2DB4 AAB3, 0,38,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:39:18.796,2DB4 AAB3, 0,48,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:39:20.888,2DB4 AAB3, 0,38,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:39:22.981,2DB4 AAB3, 0,48,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:39:25.073,2DB4 AAB3, 0,48,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:39:27.166,2DB4 AAB3, 0,38,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:39:29.259,2DB4 AAB3, 0,48,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:39:31.351,2DB4 AAB3, 0,48,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:39:33.444,2DB4 AAB3, 0,58,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:39:35.536,2DB4 AAB3, 0,59,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:39:37.628,2DB4 AAB3, 0,29,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:39:39.721,2DB4 AAB3, 0,38,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:39:41.814,2DB4 AAB3, 0,38,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:39:43.906,2DB4 AAB3, 0,48,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:39:46.034,2DB4 AAB3, 0,49,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:39:48.090,2DB4 AAB3, F,C8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:39:50.182,2DB4 AAB3, F,A9,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:39:52.275,2DB4 AAB3, F,C9,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:39:54.367,2DB4 AAB3, F,C9,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:39:56.459,2DB4 AAB3, F,D8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:39:58.550,2DB4 AAB3, F,E9,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:40:00.643,2DB4 AAB3, F,C8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:40:02.735,2DB4 AAB3, F,E9,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:40:04.828,2DB4 AAB3, 0,19,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:40:06.920,2DB4 AAB3, 0,09,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:40:09.012,2DB4 AAB3, 0,19,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:40:11.104,2DB4 AAB3, 0,09,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:40:13.196,2DB4 AAB3, 0,18,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:40:15.288,2DB4 AAB3, F,F9,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:40:17.380,2DB4 AAB3, F,E9,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:40:19.472,2DB4 AAB3, F,E8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:40:21.564,2DB4 AAB3, F,D8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:40:23.656,2DB4 AAB3, F,F9,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:40:25.748,2DB4 AAB3, F,F8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:40:27.840,2DB4 AAB3, F,D9,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:40:29.932,2DB4 AAB3, F,E9,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:40:32.024,2DB4 AAB3, F,C8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:40:34.116,2DB4 AAB3, F,E9,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:40:36.208,2DB4 AAB3, F,F9,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:40:38.299,2DB4 AAB3, F,C8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:40:40.391,2DB4 AAB3, F,D8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:40:42.483,2DB4 AAB3, F,F9,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:40:44.574,2DB4 AAB3, F,D8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:40:46.664,2DB4 AAB3, F,C8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:40:48.754,2DB4 AAB3, F,C8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:40:50.842,2DB4 AAB3, F,C9,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:40:52.932,2DB4 AAB3, F,C9,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:40:55.022,2DB4 AAB3, F,E9,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:40:57.113,2DB4 AAB3, F,D9,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:40:59.204,2DB4 AAB3, F,C8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:41:01.296,2DB4 AAB3, F,B8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:41:03.388,2DB4 AAB3, F,C8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:41:05.480,2DB4 AAB3, F,C8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:41:07.572,2DB4 AAB3, F,C8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:41:09.663,2DB4 AAB3, F,D8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:41:11.754,2DB4 AAB3, F,F9,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:41:13.846,2DB4 AAB3, 0,08,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:41:15.938,2DB4 AAB3, F,E8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:41:18.029,2DB4 AAB3, F,D8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:41:20.121,2DB4 AAB3, 0,09,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:41:22.213,2DB4 AAB3, F,F9,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:41:24.305,2DB4 AAB3, F,F9,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:41:26.397,2DB4 AAB3, F,F9,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:41:28.489,2DB4 AAB3, F,D8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:41:30.581,2DB4 AAB3, F,E9,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:41:32.673,2DB4 AAB3, F,D9,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:41:34.765,2DB4 AAB3, F,D8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:41:35.488,2DB4 AAB3, F,F9,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:41:36.857,5266 524B, 1,A8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:41:37.528,2DB4 AAB3, F,D8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:41:38.949,5266 524B, 1,A8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:41:39.567,2DB4 AAB3, F,E9,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:41:41.041,5266 524B, 1,A8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:41:41.604,2DB4 AAB3, F,E9,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:41:43.132,5267 FFFC, 1,A8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:41:45.223,2DB4 AAB3, F,D8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:41:47.314,2DB4 AAB3, F,D8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:41:49.406,2DB4 AAB3, F,F9,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:41:51.498,2DB4 AAB3, 0,09,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:41:53.590,2DB4 AAB3, 0,09,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:41:55.682,2DB4 AAB3, 0,0A,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:41:57.773,2DB4 AAB3, F,D9,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:41:59.865,2DB4 AAB3, F,D8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:42:01.956,2DB4 AAB3, F,F9,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:42:04.048,2DB4 AAB3, F,D8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:42:06.138,2DB4 AAB3, F,D9,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:42:08.230,2DB4 AAB3, F,E8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:42:10.321,2DB4 AAB3, F,E9,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:42:12.413,2DB4 AAB3, F,D8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:42:14.504,2DB4 AAB3, F,F9,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:42:16.595,2DB4 AAB3, 0,3A,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:42:18.686,2DB4 AAB3, F,C9,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:42:20.779,2DB4 AAB3, F,D8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:42:22.872,2DB4 AAB3, 1,28,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:42:24.965,2DB4 AAB3, E,89,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:42:27.054,2DB4 AAB3, 1,28,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:42:29.141,2DB4 AAB3, 1,28,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:42:31.224,2DB4 AAB3, 0,98,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:42:33.303,2DB4 AAB3, 0,E8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:42:35.383,2DB4 AAB3, F,E8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:42:37.464,2DB4 AAB3, 0,89,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:42:39.544,2DB4 AAB3, 0,68,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:42:41.622,2DB4 AAB3, 0,28,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:42:43.697,2DB4 AAB3, 1,49,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:42:53.969,2FFF E000, 1,68,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:42:56.050,2DB4 AAB3, 1,28,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:42:58.130,2DB4 AAB3, 1,28,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:43:00.210,2DB4 AAB3, 1,29,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:43:02.289,2DB4 AAB3, 1,C9,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:43:04.369,2DB4 AAB3, 1,A8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:43:06.450,2DB4 AAB3, 1,78,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:43:08.529,2DB4 AAB3, 1,D8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:43:10.615,2DB4 AAB3, 1,68,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:43:12.709,2DB4 AAB3, 0,88,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:43:14.802,2DB4 AAB3, 0,F8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:43:16.142,2DB4 AAB3, 1,28,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:43:16.894,5266 524B, 0,D8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:43:18.180,2DB4 AAB3, 1,58,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:43:18.987,5266 524F, 0,E8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:43:21.079,2DB4 AAB3, 1,58,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:43:23.172,2DB4 AAB3, 1,48,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:43:25.265,2DB4 AAB3, 1,88,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:43:27.357,2DB4 AAB3, 1,59,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:43:29.450,2DB4 AAB3, 1,48,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:43:31.543,2DB4 AAB3, F,B9,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:43:33.249,2DB4 AAB3, 1,B8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:43:33.635,3FFF 8000, 0,98,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:43:35.727,2DB4 AAB3, 1,98,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:43:37.820,2DB4 AAB3, 1,A8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:43:39.912,2DB4 AAB3, 1,B8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:43:42.005,2DB4 AAB3, 1,98,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:43:44.097,2DB4 AAB3, 1,A8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:43:46.189,2DB4 AAB3, 1,B8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:43:48.282,2DB4 AAB3, 1,C8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:43:50.374,2DB4 AAB3, 1,B8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:43:52.467,2DB4 AAB3, 1,B8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:43:54.559,2DB4 AAB3, 1,88,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:43:56.652,2DB4 AAB3, 1,88,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:43:58.744,2DB4 AAB3, 1,98,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:44:00.837,2DB4 AAB3, 1,B8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:44:02.929,2DB4 AAB3, 1,A8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:44:05.021,2DB4 AAB3, 1,A8,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:44:07.112,2DB4 AAB3, 1,88,2015-11-23T14:01:28.517,ASL/16/3937*2C

2015-11-25T07:44:09.203,2DB4 AAB3, 1,88,2015-11-23T14:01:28.517,ASL/16/3937*2C

