Detection_date,Detection_time,Tag_ID,Signal_strength,Connection,Session_date,Session_time2015-10-07T09:14:37.978,E392 69DE, A,E1,2015-10-07T09:14:37.514,ASL/16/3937*2C

2015-10-07T09:14:39.928,00F8 64FF, 4,CD,2015-10-07T09:14:37.514,ASL/16/3937*2C

2015-10-11T11:49:01.740,5566 4B2A, E,29,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:49:07.945,5567 FFFE, E,29,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:49:08.935,5566 4B2A, E,49,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:49:09.924,5566 4B2A, E,29,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:49:10.912,5566 4B2A, E,29,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:49:11.006,5566 4B2A, E,5A,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:49:11.899,334B 4B52, C,6E,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:49:11.997,5566 4B2A, D,F8,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:49:12.885,334B 4B52, E,58,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:49:12.986,5566 4BFF, E,18,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:49:13.972,334B 4B52, E,58,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:49:18.415,334B 7FFF, D,C9,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:49:19.405,5566 4B2A, D,D8,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:49:20.395,5566 4B2A, D,D8,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:49:21.383,5566 4B2A, D,C8,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:49:22.369,5566 4B2A, D,E8,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:49:23.356,5566 4B2A, E,19,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:49:24.106,5566 4FFF, D,F9,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:49:25.100,66CC D2D2, F,38,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:49:27.629,7FFF F000, F,19,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:49:28.585,5566 4B2A, E,09,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:49:29.576,5566 4B2A, E,29,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:49:30.568,5566 4B2A, D,F9,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:49:31.559,5566 4B2A, D,F9,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:49:32.552,5566 4B2A, D,F9,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:49:33.543,5566 4B2A, E,08,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:49:34.569,5566 4B2A, E,59,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:49:35.524,5566 4B2A, E,29,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:49:36.514,5566 4B2A, E,29,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:49:37.503,5566 4B2A, E,58,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:49:37.802,5566 4B2A, E,39,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:49:38.492,66CC D2D2, F,08,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:49:38.798,5566 4B2A, E,29,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:49:39.480,66CC D2D2, F,09,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:49:40.468,5566 4B2A, E,18,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:49:41.457,5566 4B2A, E,38,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:49:42.446,5566 4B2A, E,48,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:49:43.437,5566 4B2A, E,59,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:49:44.430,5566 4B2A, E,69,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:49:45.424,5566 4B2A, E,59,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:49:46.417,5566 4B2A, E,69,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:49:47.411,5566 4B2A, E,69,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:49:48.404,5566 4B2A, E,59,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:49:49.398,5566 4B2A, E,59,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:49:50.391,5566 4B2A, E,8A,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:49:51.385,5566 4B2A, E,68,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:49:52.379,5566 4B2A, E,58,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:49:53.372,5566 4B2A, E,59,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:49:54.366,5566 4B2A, E,69,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:49:55.359,5566 4B2A, E,9B,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:49:56.353,5566 4B2A, E,69,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:49:57.347,5566 4B2A, E,7A,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:49:58.340,5566 4B2A, E,69,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:49:58.558,5566 4B2A, E,59,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:49:59.334,4B52 7DFE, C,4F,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:50:00.327,5566 4B2A, E,59,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:50:01.320,5566 4B2A, E,59,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:50:02.314,5566 4B2A, E,59,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:50:03.307,5566 4B2A, E,59,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:50:04.300,5566 4B2A, E,59,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:50:05.123,5566 4B2A, E,69,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:50:05.293,66CC D2D2, F,39,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:50:06.120,5566 4B2A, E,59,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:50:06.286,66CC D2D2, F,19,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:50:07.114,5566 4B2A, E,59,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:50:07.278,66CC DFFF, F,2A,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:50:08.270,5566 4B2A, E,59,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:50:09.261,5566 4B2A, E,39,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:50:10.252,5566 4B2A, E,59,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:50:11.242,5566 4B2A, E,48,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:50:12.233,5566 4B2A, E,59,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:50:13.223,5566 4B2A, E,39,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:50:14.213,5566 4B2A, E,49,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:50:15.201,5566 4B2A, E,39,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:50:16.190,5566 4B2A, E,29,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:50:16.315,5566 4B2A, E,19,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:50:17.178,66CC D2D2, F,29,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:50:17.313,5566 4B2A, E,2A,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:50:18.166,66CC D2D2, F,19,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:50:18.308,5566 4B2A, D,F9,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:50:19.153,66CC D2FF, F,2A,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:50:20.140,5566 4B2A, E,6A,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:50:21.126,5566 4B2A, E,08,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:50:25.791,5567 FFFE, D,F8,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:50:26.291,5566 4B2A, E,39,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:50:26.782,66CC D2D2, F,19,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:50:27.288,5566 4B2A, E,18,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:50:27.773,66CC D2D2, F,2A,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:50:28.284,5566 4B2A, E,08,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:50:28.765,66CC D2D2, F,29,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:50:29.278,5566 4B2A, E,29,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:50:29.757,66CF FFFF, F,1A,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:50:30.750,5566 4B2A, E,3A,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:50:31.744,5566 4B2A, E,39,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:50:32.738,5566 4B2A, E,38,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:50:33.732,5566 4B2A, E,48,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:50:34.725,5566 4B2A, E,19,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:50:35.719,5566 4B2A, E,48,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:50:36.326,5566 4B2A, D,F8,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:50:36.713,66CC D2D2, F,09,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:50:37.323,5566 4B2A, D,F8,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:50:37.706,66CC D2D2, F,18,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:50:38.319,5566 4B2A, E,59,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:50:38.700,66CC D2D2, F,29,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:50:39.314,5566 4B2A, E,3A,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:50:39.694,66CC FFFF, F,29,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:50:40.688,5566 4B2A, E,39,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:50:41.681,5566 4B2A, E,49,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:50:43.668,5566 4B2A, E,39,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:50:44.661,5566 4B2A, D,E8,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:50:45.655,5566 4B2A, E,39,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:50:46.164,5566 4B2A, E,48,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:50:46.649,66CC D2D2, F,39,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:50:47.161,5566 4B2A, E,38,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:50:47.643,66CC D2D2, F,29,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:50:48.158,5566 4B2A, E,09,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:50:48.637,66CC D2D2, F,2A,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:50:49.153,5566 4B2A, E,19,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:50:49.630,66CC D2FF, F,2A,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:50:50.624,5566 4B2A, E,48,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:50:51.617,5566 4B2A, E,3A,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:50:52.611,5566 4B2A, E,18,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:50:53.604,5566 4B2A, E,5A,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:50:54.598,5566 4B2A, E,5A,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:50:55.592,5566 4B2A, E,59,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:50:55.997,5566 4B2A, E,59,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:50:56.585,66CC D2D2, F,38,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:50:56.995,5566 4B2A, E,59,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:50:57.579,66CC D2D2, F,4A,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:50:57.991,5566 4B2A, E,59,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:50:58.573,66CC D2D2, F,38,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:50:58.986,5566 4B2A, E,29,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:50:59.566,66CC D2FF, F,18,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:51:00.560,5566 4B2A, E,69,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:51:01.554,5566 4B2A, E,39,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:51:02.547,5566 4B2A, E,39,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:51:03.541,5566 4B2A, E,39,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:51:04.534,5566 4B2A, E,48,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:51:05.528,5566 4B2A, E,39,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:51:05.634,5566 4B2A, E,69,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:51:06.522,66CC D2D2, F,29,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:51:06.632,5566 4B2A, E,48,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:51:07.515,66CC D2D2, F,29,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:51:07.628,5566 4B2A, E,4A,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:51:08.509,66CC D2D2, F,4A,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:51:08.623,5566 4B2A, E,5A,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:51:09.502,66CF FFFF, F,29,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:51:10.496,5566 4B2A, E,48,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:51:11.490,5566 4B2A, E,49,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:51:12.484,5566 4B2A, E,39,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:51:13.477,5566 4B2A, E,28,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:51:14.471,5566 4B2A, E,39,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:51:15.465,5566 4B2A, E,38,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:51:15.777,5566 4B2A, E,39,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:51:16.458,66CC D2D2, F,39,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:51:16.775,5566 4B2A, E,5A,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:51:17.452,66CC D2D2, F,39,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:51:17.771,5566 4B2A, E,59,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:51:18.446,66CC D2D2, F,4A,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:51:18.765,5566 4B2A, E,3A,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:51:19.440,66FF FFF8, F,5C,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:51:20.469,5566 4B2A, E,5A,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:51:21.427,5566 4B2A, E,59,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:51:22.421,5566 4B2A, E,49,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:51:23.415,5566 4B2A, E,49,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:51:24.409,5566 4B2A, E,59,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:51:25.402,5566 4B2A, E,69,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:51:26.396,5566 4B2A, E,59,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:51:27.128,5566 4B2A, E,59,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:51:27.390,66CC D2D2, F,38,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:51:28.125,5566 4B2A, E,59,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:51:28.383,66CC D2D2, F,29,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:51:29.120,5566 4B2A, E,59,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:51:29.377,66CC D2FF, F,39,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:51:30.370,5566 4B2A, E,69,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:51:31.364,5566 4B2A, E,59,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:51:32.357,5566 4B2A, E,59,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:51:33.351,5566 4B2A, E,8A,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:51:34.344,5566 4B2A, E,69,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:51:35.338,5566 4B2A, E,59,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:51:36.331,5566 4B2A, E,59,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:51:37.325,5566 4B2A, E,59,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:51:38.318,5566 4B2A, E,29,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:51:38.732,5566 4B2A, E,39,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:51:39.312,66CC D2D2, F,3A,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:51:39.729,5566 4B2A, E,59,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:51:40.305,66CC D2D2, F,39,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:51:40.724,5566 4B2A, E,59,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:51:41.299,66CF FFFF, F,2A,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:51:42.292,5566 4B2A, E,69,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:51:43.286,5566 4B2A, E,69,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:51:44.279,5566 4B2A, E,58,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:51:45.273,5566 4B2A, E,8A,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:51:46.267,5566 4B2A, E,69,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:51:47.260,5566 4B2A, E,69,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:51:48.254,5566 4B2A, E,59,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:51:49.248,5566 4B2A, E,79,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:51:50.241,5566 4B2A, E,59,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:51:51.235,5566 4B2A, E,69,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:51:51.805,5566 4B2A, E,68,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:51:52.228,66CC D2D2, F,39,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:51:52.802,5566 4B2A, E,79,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:51:53.222,66CC D2D2, F,39,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:51:53.515,5566 4B2A, E,69,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:51:53.796,334B 4B52, C,F9,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:51:54.215,66FF FFFC, F,28,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:51:54.505,5566 4B2A, E,8B,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:51:55.208,334B 4B52, C,EB,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:51:55.572,5566 4B2A, E,9A,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:51:56.202,4B52 77FF, C,5F,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:51:57.195,5566 4BAA, E,69,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:51:58.188,5566 4B2A, E,59,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:51:59.182,5566 4B2A, E,79,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:52:00.175,5566 4B2A, E,9A,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:52:01.168,5566 4B2A, E,69,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:52:02.161,5566 4B2A, E,69,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:52:03.154,5566 4B2A, E,79,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:52:04.147,5566 4B2A, E,59,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:52:04.239,5566 4B2A, E,59,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:52:05.140,66CC D2D2, F,29,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:52:05.236,5566 CB2B, E,6A,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:52:06.132,66CC D2D2, F,39,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:52:06.231,5566 4B2A, E,59,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:52:07.124,66CC D2FF, F,18,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:52:08.116,5566 4B2A, E,59,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:52:09.107,5566 4B2A, E,59,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:52:10.098,5566 4B2A, E,59,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:52:11.089,5566 4B2A, E,59,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:52:12.079,5566 4B2A, E,59,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:52:13.069,5566 4B2A, E,59,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:52:14.059,5566 4B2A, E,39,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:52:14.825,5566 4B2A, E,59,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:52:15.048,66CC D2D2, F,39,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:52:15.822,5566 4B2A, E,59,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:52:16.036,66CC D2D2, F,29,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:52:16.818,5566 4B2A, E,58,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:52:17.025,66CC D2D2, F,39,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:52:17.812,5566 4B2A, E,39,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:52:18.006,67FF FFE0, F,19,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:52:18.988,66AD B4CC, E,49,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:52:19.990,67FF FE00, E,4B,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:52:20.978,5566 4B2A, E,08,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:52:21.967,5566 4B2A, E,18,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:52:22.954,5566 4B2A, E,29,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:52:23.943,5566 4B2A, E,29,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:52:24.390,5566 4B2A, E,1A,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:52:24.932,66CC D2D2, F,29,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:52:25.388,5566 4B2A, E,29,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:52:25.921,66CC D2D2, F,29,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:52:26.385,5566 4B2A, E,09,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:52:26.909,66CC D2D2, F,19,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:52:27.381,5566 4B2A, D,F8,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:52:27.896,66CC D2D2, F,18,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:52:28.376,5566 4B2A, E,2A,2015-10-10T18:04:16.139,ASL/16/3937*20

2015-10-11T11:52:28.882,66CC D2DF, F,39,2015-10-10T18:04:16.139,ASL/16/3937*20

