Detection_date,Detection_time,Tag_ID,Signal_strength,Connection,Session_date,Session_time2015-10-28T11:40:30.780,E3B2 71DE, E,E1,2015-10-28T11:40:30.097,ASL/16/3937*20

2015-10-30T09:31:26.273,E3B2 6BFF, E,E1,2015-10-30T09:31:25.589,ASL/16/3937*2B

2015-11-07T12:03:05.178,57FF FE00, E,08,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:03:06.159,66AD B4CC, E,F9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:03:12.504,66AF FFFF, E,E9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:03:13.514,5566 6652, C,EA,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:03:24.047,5566 6652, C,EB,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:03:25.027,66AD B4CC, E,E9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:03:33.824,66AD 7FFF, E,FA,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:03:34.810,5566 4B2A, E,18,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:03:42.792,553F FFC0, E,28,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:03:43.774,66AD B4CC, E,F9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:04:00.283,66AD 7FFF, E,F8,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:04:01.269,5566 4B2A, E,08,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:04:01.603,5567 FFFC, E,4A,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:04:02.583,66AD B4CC, E,F9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:04:20.412,66AD FFFF, F,0A,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:04:21.393,66AD B4CC, E,E9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:04:23.818,66AD FFFF, E,D9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:04:24.804,5566 4B2A, E,49,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:04:36.038,5567 FFFF, E,38,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:04:39.344,5566 6652, C,EC,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:04:40.325,66AD B4CC, E,E9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:04:41.311,66AF FFFF, E,F8,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:04:42.297,5566 4B2A, E,09,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:04:58.212,5566 4BFF, E,19,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:04:59.123,66AD B4CC, E,EA,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:04:59.192,5566 4B2A, E,3A,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:05:00.109,66AD 7FFF, E,E9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:05:17.139,5566 4FFF, E,49,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:05:18.119,66AD B4CC, E,E9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:05:19.353,66AD 7FFF, E,E9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:05:20.339,5566 4B2A, D,F8,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:05:36.065,5566 4BFF, E,39,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:05:37.045,66AD B4CC, E,E9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:05:39.964,66AD FFFF, F,09,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:05:40.950,5566 4B2A, E,49,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:05:54.991,5567 FFFF, E,3A,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:05:55.972,66AD B4CC, E,FA,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:06:03.504,66AE FFFF, E,F8,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:06:04.490,5566 4B2A, E,18,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:06:13.921,557F FFE0, E,39,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:06:14.902,66AD B4CC, F,0A,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:06:32.787,66AD FFFF, F,09,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:06:33.768,66AD B4CC, E,F9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:06:35.953,66AE FFFE, E,E9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:06:36.939,5566 4B2A, E,18,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:06:51.718,5FFF F800, E,29,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:06:52.698,66AD B4CC, E,C9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:07:10.586,66AF FFFF, E,E9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:07:11.567,66AD B4CC, E,F9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:07:16.038,66AD 7FFF, E,F9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:07:17.023,5566 4B2A, E,59,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:07:29.518,7FFF C000, E,49,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:07:30.499,66AD B4CC, E,F9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:07:35.644,66AD FFFF, E,F9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:07:36.648,334B 2A66, E,E9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:07:48.449,334B 2A66, F,0A,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:07:49.428,66AD B4CC, E,E9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:07:58.097,66AD 7FFF, E,E9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:07:59.083,5566 4B2A, E,19,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:08:07.379,9FFF E000, E,5A,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:08:08.360,66AD B4CC, E,DA,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:08:15.038,66AD 7FFF, E,FA,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:08:16.041,334B 2A66, E,E9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:08:26.248,334B 2A66, E,E9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:08:27.228,66AD B4CC, F,09,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:08:40.596,66AF FFFF, E,E9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:08:41.582,5566 4B2A, D,FA,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:08:45.366,7FFF C000, E,2A,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:08:46.347,66AD B4CC, E,E9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:08:59.086,66AD 7FFF, E,F8,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:09:00.090,334B 2A66, E,E9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:09:04.104,334B 2A66, E,FA,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:09:05.085,66AD B4CC, E,E9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:09:22.654,66AD FFFF, E,E9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:09:23.283,66AD B4CC, E,D9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:09:23.634,5566 4B2A, E,39,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:09:24.268,66AD 7FFF, E,F9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:09:41.391,7FFF C000, E,3A,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:09:42.372,66AD B4CC, E,F9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:10:00.256,66AD 7FFF, E,F8,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:10:01.236,66AD B4CC, E,E8,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:10:05.975,66AD FFFF, E,E9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:10:06.961,5566 4B2A, E,18,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:10:19.181,7FFF C000, E,18,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:10:20.162,66AD B4CC, E,FA,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:10:33.274,66AD FFFF, F,08,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:10:34.275,334B 2A66, E,EA,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:10:38.104,334B FFFF, E,EA,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:10:39.085,66AD B4CC, F,1A,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:10:47.840,66BF FFFC, E,D9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:10:48.826,5566 4B2A, E,49,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:10:57.030,9FFF E000, E,5A,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:10:58.011,66AD B4CC, F,1A,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:11:02.539,66AD 7FFF, F,2A,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:11:15.893,5566 6652, C,FA,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:11:16.874,66AD B4CC, E,E9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:11:28.628,66AD FFFF, F,09,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:11:29.613,5566 4B2A, E,4A,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:11:34.759,7FFF E000, E,48,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:11:35.739,66AD B4CC, E,F9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:11:53.689,66AD FFFF, E,F8,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:11:54.669,66AD B4CC, E,E9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:12:09.601,66BF FFFE, E,DA,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:12:10.586,5566 4B2A, E,4A,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:12:12.685,7FFF E000, E,39,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:12:13.666,66AD B4CC, E,E9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:12:31.616,66AF FFFF, E,F9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:12:32.597,66AD B4CC, E,E9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:12:50.478,66AD 7FFF, E,FB,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:12:51.458,66AD B4CC, E,D9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:12:51.907,66AF FFFF, E,C8,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:12:52.893,5566 4B2A, E,19,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:13:09.151,7FFF C000, E,39,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:13:10.131,66AD B4CC, E,EB,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:13:27.319,66AD FFFF, E,E9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:13:28.300,66AD B4CC, E,EA,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:13:34.666,66AD BFFF, E,E9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:13:45.614,5566 4B2A, E,29,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:13:46.594,66AD B4CC, E,FA,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:14:04.037,66AD FFFF, E,F9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:14:05.017,66AD B4CC, E,E9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:14:17.684,66AD FFFF, E,C9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:14:18.669,5566 4B2A, E,19,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:14:21.897,7FFF C000, E,4A,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:14:22.878,66AD B4CC, E,C9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:14:39.379,66AD BFFF, E,E8,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:14:40.360,66AD B4CC, E,E9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:14:56.483,66AD FFFF, E,E9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:14:57.463,66AD B4CC, E,C9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:15:01.218,66AD BFFF, E,E9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:15:02.203,5566 4B2A, E,19,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:15:13.585,7FFF C000, E,09,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:15:14.566,66AD B4CC, E,E9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:15:31.353,66AD BFFF, E,C9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:15:32.298,66AD B4CC, E,D9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:15:44.634,66AD FFFF, E,FB,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:15:45.620,5566 4B2A, E,29,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:15:49.240,9FFF C000, E,39,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:15:50.220,66AD B4CC, E,D9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:15:52.992,66BF FFFE, E,D8,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:16:06.850,334B 2A66, E,F9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:16:07.831,66AD B4CC, E,C9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:16:24.397,66AD FFFF, E,E9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:16:25.377,66AD B4CC, E,E9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:16:27.990,66AD BFFF, E,F8,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:16:28.976,5566 4B2A, E,39,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:16:42.070,9FFF C000, E,29,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:16:43.051,66AD B4CC, E,EA,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:16:59.931,66AD FFFF, E,D8,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:17:00.911,66AD B4EC, E,EB,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:17:11.601,66AD FFFF, E,D9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:17:12.586,5566 4B2A, D,FA,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:17:18.233,7FFF C000, E,29,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:17:19.214,66AD B4CC, E,C8,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:17:36.508,66AD 7FFF, E,E9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:17:37.453,66AD B4CC, E,F9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:17:54.019,66AD 7FFF, E,F9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:17:55.000,66AD B4CC, E,E8,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:17:55.085,66AD 7FFF, E,F9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:17:56.071,5566 4B2A, E,29,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:18:11.624,9FFF 8000, E,29,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:18:12.605,66AD B4CC, E,F9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:18:29.544,66AD BFFF, F,0A,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:18:30.524,66AD B4CC, E,E9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:18:38.573,66AD FFFF, E,E9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:18:39.558,5566 4B2A, E,08,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:18:47.335,9FFF C000, E,2A,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:18:48.315,66AD B4CC, E,D8,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:19:03.994,66AD FFFF, E,E8,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:19:04.975,66AD B4CC, E,D9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:19:20.783,66AD BFFF, F,09,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:19:21.763,66AD B4CC, E,E9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:19:22.195,66AD FFFF, E,E9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:19:23.180,5566 4B2A, E,49,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:19:35.935,9FFF C000, E,5A,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:19:36.916,66AD B4CC, E,DA,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:19:50.710,66AD B7FF, E,F9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:19:51.691,66AD B4CC, E,F9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:20:05.309,66AD B4CF, E,E9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:20:05.672,5566 4B2A, E,19,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:20:06.295,66AD B4CC, E,C9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:20:06.653,7FFF C000, E,29,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:20:21.011,66AD B4FF, F,0B,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:20:21.992,66AD B4CC, F,1B,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:20:35.467,66AD B7FF, E,F9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:20:36.448,66AD B4CC, E,D9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:20:46.638,66AD B4FF, F,08,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:20:47.623,5566 4B2A, E,48,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:20:50.361,9FFF E000, E,39,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:20:51.342,66AD B4CC, E,D9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:21:04.878,66AD B7FF, E,F8,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:21:05.859,66AD B4CC, E,B9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:21:18.515,66AD B4FF, E,F9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:21:19.496,66AD B4CC, E,EA,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:21:28.213,66AD B4CF, E,FA,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:21:29.198,5566 4B2A, E,09,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:21:31.083,7FFF C000, E,19,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:21:32.064,66AD B4CC, E,D8,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:21:43.401,66AD B4CF, E,F9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:21:44.382,66AD B4CC, E,B9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:21:54.905,66AD B4CF, E,FA,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:21:55.887,66AD B4CC, E,E9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:21:56.866,66AD B4CC, E,E9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:22:06.409,7FFF F800, E,E9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:22:07.391,66AD B4CC, E,D9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:22:08.370,66AD B4CC, F,09,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:22:11.635,66BF FFE0, E,E9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:22:12.620,5566 4B2A, E,18,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:22:16.528,7FFF 8000, E,3A,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:22:17.510,66AD B4CC, E,D9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:22:18.490,66AD B4CC, E,F9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:22:25.641,66AD BFFF, E,E8,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:22:26.623,66AD B4CC, E,E9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:22:27.604,66AD B4CC, E,EA,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:22:33.809,66AD B4CF, E,D9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:22:34.792,66AD B4CC, E,E9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:22:35.773,66AD B4CC, E,E9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:22:36.753,66AD B4CC, E,E9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:22:42.289,66AD B4CF, E,FA,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:22:43.272,66AD B4CC, E,EA,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:22:44.253,66AD B4CC, E,E9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:22:45.234,66AD B4CC, E,FA,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:22:46.214,66AD B4CC, E,E9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:22:51.836,66AD B7FF, F,0A,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:22:52.818,66AD B4CC, F,0A,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:22:53.800,66AD B4CC, E,EA,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:22:54.779,66AD B4CC, E,EA,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:22:55.114,66BF FFF8, F,09,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:22:56.099,5566 4B2A, E,5A,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:23:00.627,7FFF C000, E,39,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:23:01.609,66AD B4CC, E,FA,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:23:02.590,66AD B4CC, F,0A,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:23:03.571,66AD B4CC, E,FA,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:23:09.038,66AD B4FF, E,FA,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:23:10.021,66AD B4CC, E,F9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:23:11.002,66AD B4CC, E,E9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:23:11.983,66AD B4CC, E,FA,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:23:17.261,66AD B4CF, E,B9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:23:18.244,66AD B4CC, E,D8,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:23:19.225,66AD B4CC, F,09,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:23:20.207,66AD B4CC, E,D9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:23:21.187,66AD B4CC, E,E9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:23:22.167,66AD B4CC, E,FA,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:23:27.678,66AD B4FF, F,09,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:23:28.661,66AD B4CC, E,F9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:23:29.643,66AD B4CC, E,E9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:23:30.624,66AD B4CC, E,E9,2015-11-07T11:19:05.016,ASL/16/3937*2B

2015-11-07T12:23:31.604,66AD B4CC, E,FA,2015-11-07T11:19:05.016,ASL/16/3937*2B

